selection_stage,selection_origin_idx,selection_origin_time,purge_hours,validation_mode,pool_origin_count,pool_validation_block_count,adwin_enabled,dynamic_selector,selection_role,candidate_b1_train_days,candidate_b1_half_life_days,candidate_L_obs_hours,val_pr_auc_mean,val_pr_auc_median,val_pr_auc_q25,val_pr_auc_std,val_pr_auc_min,val_roc_auc_mean,branch1_input_validation_ap,candidate_b2_train_days,candidate_b2_half_life_days,candidate_lambda,train_end_time,validation_start_time,validation_end_time,validation_block_count,validation_block_days,selected_b1_train_days,selected_b1_half_life_days,selected_b1_input_hours,selected_b1_input_weights,selected_b2_train_days,selected_b2_half_life_days,selected_L_train_days,selected_L_obs_hours,selected_lambda,val_pr_auc,val_roc_auc,val_pr_auc_b1,val_pr_auc_b2,val_pr_auc_b1_median,val_pr_auc_b2_median,val_roc_auc_b1,val_roc_auc_b2,prediction_disagreement,validation_positive_rate,latest_val_pr_auc,adst_action,b1_window_action,b1_window_pending_train_days,b1_window_change_streak,b1_window_gain,b2_window_action,previous_val_pr_auc,val_pr_auc_delta,candidate_count,window_change_relative_margin,window_change_absolute_margin,window_change_q25_tolerance,window_confirmation_checkpoints
development,18432,2023-07-19T09:40:00+00:00,36,local_3_rolling_validation_blocks,1,3,False,branch1_validation_performance,branch1,21.0,7.0,all_1_6_24,0.1348654448725822,0.13219402744139105,0.10889406271712199,0.04136364288717853,0.08559409799285293,0.625549810947168,"{'1': 0.13229015467893337, '6': 0.13686815453841064, '24': 0.1381102801598366}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development,18432,2023-07-19T09:40:00+00:00,36,local_3_rolling_validation_blocks,1,3,False,branch1_validation_performance,branch1,21.0,14.0,all_1_6_24,0.12209785982500333,0.10765971560243198,0.09463389608268215,0.04026975612441421,0.08160807656293231,0.5915785838356782,"{'1': 0.11947090141943917, '6': 0.12363158082719172, '24': 0.1277109594353271}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development,18432,2023-07-19T09:40:00+00:00,36,local_3_rolling_validation_blocks,1,3,False,branch1_validation_performance,branch2,,,history_only,0.18645734227407204,0.12086732356197621,0.10391553582515589,0.11754945779833897,0.08696374808833558,0.5526115144980427,,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development,18432,2023-07-19T09:40:00+00:00,36,local_3_rolling_validation_blocks,1,3,False,branch1_validation_performance,branch2,,,history_only,0.16169853291501107,0.08730124728593573,0.07164382277301834,0.1279966338063953,0.05598639826010096,0.4690390409360885,,14.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development,18432,2023-07-19T09:40:00+00:00,36,local_3_rolling_validation_blocks,1,3,False,branch1_validation_performance,branch2,,,history_only,0.1846859248298159,0.18487406266935896,0.13591890537884727,0.0797131272490389,0.08696374808833558,0.6366682726085666,,21.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development,18432,2023-07-19T09:40:00+00:00,36,local_3_rolling_validation_blocks,1,3,False,branch1_validation_performance,fusion,,,,0.18645734227407204,0.12086732356197621,0.10391553582515589,0.11754945779833897,0.08696374808833558,0.5526115144980427,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development,18432,2023-07-19T09:40:00+00:00,36,local_3_rolling_validation_blocks,1,3,False,branch1_validation_performance,fusion,,,,0.20096522663639793,0.12581835923771853,0.1221062198166038,0.11156465643710768,0.11839408039548907,0.6656540277944669,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development,18432,2023-07-19T09:40:00+00:00,36,local_3_rolling_validation_blocks,1,3,False,branch1_validation_performance,fusion,,,,0.19517152417223782,0.13774515595958559,0.12476101214380335,0.10013826642180922,0.11177686832802111,0.6763801582558803,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development,18432,2023-07-19T09:40:00+00:00,36,local_3_rolling_validation_blocks,1,3,False,branch1_validation_performance,fusion,,,,0.19133401618675058,0.15622384142858387,0.13059062699405283,0.08841696546890118,0.10495741255952182,0.6813421491941826,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development,18432,2023-07-19T09:40:00+00:00,36,local_3_rolling_validation_blocks,1,3,False,branch1_validation_performance,fusion,,,,0.19053679573160512,0.17790511740677808,0.13930826023222115,0.07900551006939573,0.10071140305766418,0.6853591977702633,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development,18432,2023-07-19T09:40:00+00:00,36,local_3_rolling_validation_blocks,1,3,False,branch1_validation_performance,fusion,,,,0.18404380529874367,0.18928938778019477,0.14388804835978336,0.06781708765588991,0.09848670893937195,0.6845427891529655,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development,18432,2023-07-19T09:40:00+00:00,36,local_3_rolling_validation_blocks,1,3,False,branch1_validation_performance,fusion,,,,0.17593168936444156,0.19456853911023353,0.14590938467753295,0.0581476835092974,0.09725023024483237,0.68149664289849,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development,18432,2023-07-19T09:40:00+00:00,36,local_3_rolling_validation_blocks,1,3,False,branch1_validation_performance,fusion,,,,0.1690826787038535,0.19751509354670735,0.14705003903013733,0.05165935449548846,0.09658498451356731,0.6777640896633527,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development,18432,2023-07-19T09:40:00+00:00,36,local_3_rolling_validation_blocks,1,3,False,branch1_validation_performance,fusion,,,,0.16281483907178038,0.19293857171405115,0.1445526370577498,0.04719973686203245,0.0961667024014484,0.673345896517397,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development,18432,2023-07-19T09:40:00+00:00,36,local_3_rolling_validation_blocks,1,3,False,branch1_validation_performance,fusion,,,,0.158717467806444,0.17914283161672204,0.13752449412134501,0.04531013438316713,0.095906156625968,0.6693185078149472,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development,18432,2023-07-19T09:40:00+00:00,36,local_3_rolling_validation_blocks,1,3,False,branch1_validation_performance,fusion,,,,0.15590179928991138,0.16972731184220707,0.132729958964976,0.04456909745593735,0.09573260608774493,0.6659019676123709,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development,18720,2023-07-20T09:40:00+00:00,36,local_3_rolling_validation_blocks,1,3,False,branch1_validation_performance,branch1,7.0,3.0,all_1_6_24,0.19348434864188702,0.13835468057068,0.12650026082743976,0.09522300607328626,0.11464584108419948,0.6947176837354262,"{'1': 0.16043843104379077, '6': 0.1810852641183743, '24': 0.1761453754611205}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development,18720,2023-07-20T09:40:00+00:00,36,local_3_rolling_validation_blocks,1,3,False,branch1_validation_performance,branch1,7.0,7.0,all_1_6_24,0.19041104818642549,0.13980385300633147,0.12900071060703178,0.08729412569218631,0.11819756820773206,0.6966454083610593,"{'1': 0.16561510516590128, '6': 0.18124630561424473, '24': 0.17215026304517686}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development,18720,2023-07-20T09:40:00+00:00,36,local_3_rolling_validation_blocks,1,3,False,branch1_validation_performance,branch1,7.0,14.0,all_1_6_24,0.18846074373185187,0.14044466814539902,0.1295955007795297,0.08371799852696109,0.11874633341366038,0.6961300815535827,"{'1': 0.16660313524002315, '6': 0.18026565805985886, '24': 0.16991387309920725}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development,18720,2023-07-20T09:40:00+00:00,36,local_3_rolling_validation_blocks,1,3,False,branch1_validation_performance,branch1,14.0,3.0,all_1_6_24,0.18990815242313283,0.135807252928811,0.12191727630134233,0.09682013963405757,0.10802729967387366,0.6802495614693126,"{'1': 0.16838032402525524, '6': 0.1820388788377371, '24': 0.16331371161546185}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development,18720,2023-07-20T09:40:00+00:00,36,local_3_rolling_validation_blocks,1,3,False,branch1_validation_performance,branch1,14.0,7.0,all_1_6_24,0.1745530367851862,0.13339847007543593,0.12269900765326339,0.07385119952881096,0.11199954523109083,0.6716005996280225,"{'1': 0.16365810268709177, '6': 0.17278247077922226, '24': 0.15204198602456198}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development,18720,2023-07-20T09:40:00+00:00,36,local_3_rolling_validation_blocks,1,3,False,branch1_validation_performance,branch1,14.0,14.0,all_1_6_24,0.1664639834948337,0.13162790785787326,0.1228669120437166,0.06206914942222156,0.11410591622955993,0.6671858491170144,"{'1': 0.16043657652864066, '6': 0.16782692888746598, '24': 0.1465364572596761}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development,18720,2023-07-20T09:40:00+00:00,36,local_3_rolling_validation_blocks,1,3,False,branch1_validation_performance,branch1,21.0,3.0,all_1_6_24,0.1833154623157807,0.1331248894138054,0.11501276695754499,0.09772008855047984,0.09690064450128458,0.6640489724658024,"{'1': 0.1617741590242042, '6': 0.17454592997816276, '24': 0.15960771828435874}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development,18720,2023-07-20T09:40:00+00:00,36,local_3_rolling_validation_blocks,1,3,False,branch1_validation_performance,branch1,21.0,7.0,all_1_6_24,0.15087976599897243,0.12331617763657193,0.10470251772521824,0.06704964881689458,0.08608885781386456,0.6236748122477492,"{'1': 0.14110211731812936, '6': 0.14707269217663652, '24': 0.1388369396002896}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development,18720,2023-07-20T09:40:00+00:00,36,local_3_rolling_validation_blocks,1,3,False,branch1_validation_performance,branch1,21.0,14.0,all_1_6_24,0.13223131971327848,0.11686249378239821,0.10000262989912072,0.047611765713768926,0.08314276601584322,0.600150613836408,"{'1': 0.12532525412999218, '6': 0.12939782330970076, '24': 0.12703700204004512}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development,18720,2023-07-20T09:40:00+00:00,36,local_3_rolling_validation_blocks,1,3,False,branch1_validation_performance,branch2,,,history_only,0.2009763824995584,0.09787287589525948,0.0750495244784091,0.1790598151142668,0.05222617306155872,0.5282508692064015,,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development,18720,2023-07-20T09:40:00+00:00,36,local_3_rolling_validation_blocks,1,3,False,branch1_validation_performance,branch2,,,history_only,0.23093172888725919,0.1880065137024347,0.13097449102457986,0.14883323959863287,0.07394246834672502,0.562357767271665,,14.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development,18720,2023-07-20T09:40:00+00:00,36,local_3_rolling_validation_blocks,1,3,False,branch1_validation_performance,branch2,,,history_only,0.2466242109768495,0.27079722467369793,0.19024822942172576,0.10335342124643057,0.10969923416975355,0.6979956192915866,,21.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development,18720,2023-07-20T09:40:00+00:00,36,local_3_rolling_validation_blocks,1,3,False,branch1_validation_performance,fusion,,,,0.2009763824995584,0.09787287589525948,0.0750495244784091,0.1790598151142668,0.05222617306155872,0.5282508692064015,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development,18720,2023-07-20T09:40:00+00:00,36,local_3_rolling_validation_blocks,1,3,False,branch1_validation_performance,fusion,,,,0.24062452053739,0.13749809238043154,0.09686628373702799,0.2059939089997259,0.056234475093624454,0.5894834862561394,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development,18720,2023-07-20T09:40:00+00:00,36,local_3_rolling_validation_blocks,1,3,False,branch1_validation_performance,fusion,,,,0.25240505393764595,0.13924807811589196,0.10091203594147519,0.21651798329371016,0.06257599376705841,0.6209304375561546,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development,18720,2023-07-20T09:40:00+00:00,36,local_3_rolling_validation_blocks,1,3,False,branch1_validation_performance,fusion,,,,0.2504252062288097,0.13882841244891514,0.10494226381927227,0.20759597084298242,0.07105611518962941,0.6477426923036692,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development,18720,2023-07-20T09:40:00+00:00,36,local_3_rolling_validation_blocks,1,3,False,branch1_validation_performance,fusion,,,,0.2510808707728984,0.14143273614735558,0.11045493454727028,0.2004770743501237,0.07947713294718498,0.6675722206286717,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development,18720,2023-07-20T09:40:00+00:00,36,local_3_rolling_validation_blocks,1,3,False,branch1_validation_performance,fusion,,,,0.25085050540931764,0.14127491329208497,0.11434307652025019,0.19429901056124152,0.08741123974841543,0.6805280221991806,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development,18720,2023-07-20T09:40:00+00:00,36,local_3_rolling_validation_blocks,1,3,False,branch1_validation_performance,fusion,,,,0.24696877001606318,0.1412025833799915,0.11796948056305634,0.18341615178721166,0.09473637774612118,0.6892475308942384,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development,18720,2023-07-20T09:40:00+00:00,36,local_3_rolling_validation_blocks,1,3,False,branch1_validation_performance,fusion,,,,0.236739871956365,0.1406594966299839,0.12105749237897259,0.16438060997721185,0.10145548812796129,0.6944952421789224,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development,18720,2023-07-20T09:40:00+00:00,36,local_3_rolling_validation_blocks,1,3,False,branch1_validation_performance,fusion,,,,0.22174600845863823,0.14018739488777715,0.12388508631431243,0.13903487695212274,0.10758277774084771,0.6970971434545999,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development,18720,2023-07-20T09:40:00+00:00,36,local_3_rolling_validation_blocks,1,3,False,branch1_validation_performance,fusion,,,,0.20456138310609231,0.1401429336943833,0.12666259462646956,0.11071399574629204,0.11318225555855584,0.6976544506786043,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development,18720,2023-07-20T09:40:00+00:00,36,local_3_rolling_validation_blocks,1,3,False,branch1_validation_performance,fusion,,,,0.1903947221448459,0.13995290331820695,0.12905649450518852,0.087200406095934,0.1181600856921701,0.6966222863533806,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development,19008,2023-07-21T09:40:00+00:00,36,local_3_rolling_validation_blocks,1,3,False,branch1_validation_performance,branch1,7.0,3.0,all_1_6_24,0.20061632474888325,0.1221472251833764,0.11285870592938176,0.12433952327542143,0.10357018667538712,0.693122663882556,"{'1': 0.14979649961593133, '6': 0.17029720296204173, '24': 0.17816600183829212}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
